date,股票代码,open,close,high,low,volume,成交额,振幅,pct,涨跌额,换手率
2025-12-01,601117,7.35,7.47,7.48,7.32,682056,511183171.0,2.18,1.63,0.12,1.12
2025-12-02,601117,7.46,7.44,7.47,7.4,337162,254170428.0,0.94,-0.4,-0.03,0.55
2025-12-03,601117,7.45,7.52,7.56,7.42,490043,372729156.0,1.88,1.08,0.08,0.8
2025-12-04,601117,7.53,7.51,7.55,7.49,336721,256796097.0,0.8,-0.13,-0.01,0.55
2025-12-05,601117,7.51,7.57,7.59,7.49,384145,293404379.0,1.33,0.8,0.06,0.63
2025-12-08,601117,7.62,7.5,7.65,7.47,571954,436275411.0,2.38,-0.92,-0.07,0.94
2025-12-09,601117,7.51,7.35,7.51,7.34,543295,406774712.0,2.27,-2.0,-0.15,0.89
2025-12-10,601117,7.36,7.38,7.39,7.32,315059,234959595.0,0.95,0.41,0.03,0.52
2025-12-11,601117,7.38,7.34,7.42,7.34,316265,236606233.0,1.08,-0.54,-0.04,0.52
2025-12-12,601117,7.36,7.39,7.43,7.33,549010,410869775.0,1.36,0.68,0.05,0.9
2025-12-15,601117,7.37,7.48,7.54,7.36,464271,351526250.0,2.44,1.22,0.09,0.76
2025-12-16,601117,7.47,7.35,7.47,7.34,384473,287682724.0,1.74,-1.74,-0.13,0.63
2025-12-17,601117,7.35,7.48,7.51,7.33,437798,329051883.0,2.45,1.77,0.13,0.72
2025-12-18,601117,7.45,7.55,7.56,7.44,354973,270808373.0,1.6,0.94,0.07,0.58
2025-12-19,601117,7.55,7.6,7.64,7.5,462883,355740419.0,1.85,0.66,0.05,0.76
2025-12-22,601117,7.62,7.57,7.63,7.56,358051,275121770.0,0.92,-0.39,-0.03,0.59
2025-12-23,601117,7.56,7.56,7.63,7.55,310663,238840346.0,1.06,-0.13,-0.01,0.51
2025-12-24,601117,7.56,7.58,7.65,7.55,305015,234621666.0,1.32,0.26,0.02,0.5
2025-12-25,601117,7.58,7.59,7.63,7.57,265972,204986033.0,0.79,0.13,0.01,0.44
2025-12-26,601117,7.59,7.57,7.61,7.54,305348,234687834.0,0.92,-0.26,-0.02,0.5
2025-12-29,601117,7.58,7.55,7.63,7.53,341659,262129612.0,1.32,-0.26,-0.02,0.56
2025-12-30,601117,7.53,7.43,7.55,7.41,548392,413489988.0,1.85,-1.59,-0.12,0.9
2025-12-31,601117,7.43,7.43,7.49,7.41,386121,291543529.0,1.08,0.0,0.0,0.63
2026-01-05,601117,7.43,7.45,7.48,7.41,538885,406779384.0,0.94,0.27,0.02,0.89
2026-01-06,601117,7.45,7.65,7.65,7.43,918882,703870082.0,2.95,2.68,0.2,1.51
2026-01-07,601117,7.66,8.14,8.34,7.66,2708368,2235027359.0,8.89,6.41,0.49,4.45
2026-01-08,601117,8.08,8.09,8.18,8.04,1344267,1102727328.0,1.72,-0.61,-0.05,2.21
2026-01-09,601117,8.12,8.0,8.14,7.97,1141158,924905537.0,2.1,-1.11,-0.09,1.87
2026-01-12,601117,8.0,8.07,8.15,7.99,885487,723231210.0,2.0,0.88,0.07,1.45
2026-01-13,601117,8.07,7.95,8.07,7.92,905774,731458059.0,1.86,-1.49,-0.12,1.49
2026-01-14,601117,7.97,7.72,8.03,7.71,1710444,1361316605.0,4.03,-2.89,-0.23,2.81
2026-01-15,601117,7.76,7.76,7.81,7.71,839648,659195913.0,1.3,0.52,0.04,1.38
2026-01-16,601117,7.79,7.73,7.95,7.72,929056,735349586.0,2.96,-0.39,-0.03,1.53
2026-01-19,601117,7.73,7.89,7.92,7.7,879405,698723158.0,2.85,2.07,0.16,1.44
2026-01-20,601117,7.91,8.69,8.69,7.9,3051076,2568789642.0,10.01,10.14,0.8,5.01
2026-01-21,601117,8.78,8.69,8.9,8.54,4223787,3725799092.0,4.14,0.0,0.0,6.94
2026-01-22,601117,8.63,8.85,8.99,8.56,3376584,3007607739.0,4.95,1.84,0.16,5.55
2026-01-23,601117,8.8,8.83,9.1,8.75,2656203,2379896613.0,3.95,-0.23,-0.02,4.36
2026-01-26,601117,8.8,8.9,9.16,8.77,2686466,2423893355.0,4.42,0.79,0.07,4.41
2026-01-27,601117,8.88,8.72,8.92,8.6,2056986,1813863478.0,3.6,-2.02,-0.18,3.38
2026-01-28,601117,8.75,8.93,9.2,8.66,3192550,2900101195.0,6.19,2.41,0.21,5.24
2026-01-29,601117,9.01,8.9,9.14,8.74,2130257,1915111790.0,4.48,-0.34,-0.03,3.5
2026-01-30,601117,8.88,8.9,8.99,8.56,1914708,1683675411.0,4.83,0.0,0.0,3.15
2026-02-02,601117,8.84,8.29,8.87,8.28,2266158,1926774492.0,6.63,-6.85,-0.61,3.72
2026-02-03,601117,8.32,8.48,8.54,8.24,1358959,1139885211.0,3.62,2.29,0.19,2.23
2026-02-04,601117,8.49,8.54,8.64,8.47,1002452,856371110.0,2.0,0.71,0.06,1.65
2026-02-05,601117,8.5,8.38,8.62,8.32,1062898,895999603.0,3.51,-1.87,-0.16,1.75
2026-02-06,601117,8.28,8.36,8.55,8.26,902199,759201830.0,3.46,-0.24,-0.02,1.48
2026-02-09,601117,8.48,8.51,8.64,8.43,1072953,912371357.0,2.51,1.79,0.15,1.76
2026-02-10,601117,8.48,8.37,8.48,8.31,886469,741240341.0,2.0,-1.65,-0.14,1.46
2026-02-11,601117,8.38,8.48,8.68,8.36,1371218,1171823970.0,3.82,1.31,0.11,2.25
2026-02-12,601117,8.5,8.53,8.59,8.46,875533,746092511.0,1.53,0.59,0.05,1.44
2026-02-13,601117,8.45,8.31,8.45,8.31,997996,833151624.0,1.64,-2.58,-0.22,1.64
2026-02-24,601117,8.42,8.69,8.73,8.39,1686701,1454499762.0,4.09,4.57,0.38,2.77
2026-02-25,601117,8.7,8.84,9.04,8.67,1847668,1643297033.0,4.26,1.73,0.15,3.03
2026-02-26,601117,8.82,8.92,8.95,8.78,1166641,1035507289.0,1.92,0.9,0.08,1.92
2026-02-27,601117,8.99,9.34,9.42,8.97,2238315,2077650002.0,5.04,4.71,0.42,3.68
2026-03-02,601117,9.37,9.42,9.49,9.16,1903275,1777453939.0,3.53,0.86,0.08,3.13
2026-03-03,601117,9.38,9.15,9.46,9.08,1981029,1826912413.0,4.03,-2.87,-0.27,3.25
2026-03-04,601117,9.15,9.15,9.25,9.01,1336699,1221904934.0,2.62,0.0,0.0,2.2
2026-03-05,601117,9.28,9.16,9.31,9.11,1359631,1249086116.0,2.19,0.11,0.01,2.23
2026-03-06,601117,9.08,9.33,9.39,9.03,1652422,1528885437.0,3.93,1.86,0.17,2.71
2026-03-09,601117,9.52,9.18,9.65,9.16,2192093,2038091905.0,5.25,-1.61,-0.15,3.6
2026-03-10,601117,9.05,9.12,9.24,9.01,1228442,1120306107.0,2.51,-0.65,-0.06,2.02
2026-03-11,601117,9.12,9.58,9.63,9.0,2291637,2139669120.0,6.91,5.04,0.46,3.76
2026-03-12,601117,9.72,9.97,10.25,9.72,3239080,3229654652.0,5.53,4.07,0.39,5.32
2026-03-13,601117,9.97,10.14,10.48,9.97,2785539,2840070387.0,5.12,1.71,0.17,4.58
2026-03-16,601117,10.13,9.52,10.23,9.48,2570692,2499512215.0,7.4,-6.11,-0.62,4.22
2026-03-17,601117,9.59,9.35,9.67,9.33,1478839,1402100837.0,3.57,-1.79,-0.17,2.43
2026-03-18,601117,9.36,9.29,9.39,9.17,1357053,1255986987.0,2.35,-0.64,-0.06,2.23
2026-03-19,601117,9.35,9.05,9.44,8.99,1536446,1411426487.0,4.84,-2.58,-0.24,2.52
2026-03-20,601117,9.02,8.81,9.09,8.78,1413861,1257614544.0,3.43,-2.65,-0.24,2.32
2026-03-23,601117,8.67,8.64,8.92,8.57,1521043,1324415321.0,3.97,-1.93,-0.17,2.5
2026-03-24,601117,8.75,8.7,8.76,8.47,1200055,1033607608.0,3.36,0.69,0.06,1.97
2026-03-25,601117,8.87,9.34,9.45,8.87,2226964,2044880107.0,6.67,7.36,0.64,3.66
2026-03-26,601117,9.36,9.13,9.47,9.05,1363806,1258082416.0,4.5,-2.25,-0.21,2.24
